Case,ME/C Case,DBF,Age From,Age To,City,County,State,Biological Sex,Race / Ethnicity,Date Modified
UP9615,ME/C Case ME-017A,9/2/2011,18,99,Rochester,Windsor,Vermont,Male,White / Caucasian,9/4/2024
UP9616,ME/C Case ME-017B,9/2/2011,18,99,Rochester,Windsor,Vermont,Female,White / Caucasian,9/4/2024
UP9419,ME/C Case M11-05007,8/31/2011,50,70,Manhattan,New York,New York,Male,Black / African American,10/16/2023
UP10112,ME/C Case 11-05905,8/6/2011,50,65,Capitol Heights,Prince George's,Maryland,Male,White / Caucasian,9/4/2024
UP14704,ME/C Case 2011-10709,8/1/2011,70,75,Boston,Suffolk,Massachusetts,Female,White / Caucasian,11/10/2023
UP8982,ME/C Case 11110499,7/20/2011,35,56,Hamilton,Mercer,New Jersey,Male,White / Caucasian,11/20/2024
UP9105,ME/C Case K11-03598,7/17/2011,20,35,Brooklyn,Kings,New York,Female,Hispanic / Latino,1/12/2024
UP9226,ME/C Case BR-0001,7/15/2011,40,50,,Hartford,Connecticut,Male,Uncertain,2/6/2024
UP10573,ME/C Case 11-2859,7/9/2011,40,60,Philadelphia,Philadelphia,Pennsylvania,Male,Asian,8/27/2024
UP14702,ME/C Case *2011-9601,7/7/2011,40,45,Lunenburg,Worcester,Massachusetts,Male,White / Caucasian,6/14/2024
UP8899,ME/C Case BR-0002,7/5/2011,50,70,,Hartford,Connecticut,Female,Uncertain,10/27/2023
UP8948,ME/C Case 2011-1012436,7/3/2011,33,42,,Bartow,Georgia,Male,Uncertain,9/4/2024
UP9178,ME/C Case B11-02809,7/1/2011,30,45,Bronx,Bronx,New York,Male,"White / Caucasian, Hispanic / Latino",1/12/2024
UP9762,ME/C Case 20110498,6/14/2011,30,50,Elizabeth,Union,New Jersey,Male,"White / Caucasian, Hispanic / Latino",8/28/2024
UP10110,ME/C Case 11-04440,6/13/2011,30,60,Baltimore,Baltimore,Maryland,Male,Black / African American,9/4/2024
UP9177,ME/C Case R11-00623,6/8/2011,25,35,Staten Island,Richmond,New York,Male,Hispanic / Latino,10/16/2023
UP9282,ME/C Case K11-02571,5/16/2011,18,23,Brooklyn,Kings,New York,Male,Uncertain,5/14/2024
UP11251,ME/C Case 2011-8265,5/15/2011,,,Barnstable,Barnstable,Massachusetts,Unsure,Uncertain,2/12/2024
UP8991,ME/C Case 05110095,4/30/2011,18,99,Lower Township,Cape May,New Jersey,Female,Uncertain,8/28/2024
UP8722,ME/C Case 02110604,4/21/2011,31,51,,Bergen,New Jersey,Male,White / Caucasian,4/19/2024
UP10977,ME/C Case 2011-6281,4/20/2011,31,65,Gloucester,Essex,Massachusetts,Male,White / Caucasian,2/12/2024
UP9704,ME/C Case 2011-1376,4/4/2011,1,4,Gilgo Beach,Suffolk,New York,Unsure,Uncertain,10/13/2024
UP9355,ME/C Case 11-1377,4/4/2011,17,23,Gilgo Beach,Suffolk,New York,Male,Asian,10/13/2024
UP13212,ME/C Case 11-00789,3/31/2011,40,60,Langley Park,Prince George's,Maryland,Male,"White / Caucasian, Hispanic / Latino",12/12/2024
UP8642,ME/C Case 11-0614,3/30/2011,30,45,Atlanta,Fulton,Georgia,Male,Black / African American,9/4/2024
UP8777,ME/C Case C2011-51967,3/29/2011,,,Hayes,Gloucester,Virginia,Male,Uncertain,11/22/2023
UP14701,ME/C Case 2011-5220,3/28/2011,65,70,East Boston,Suffolk,Massachusetts,Male,White / Caucasian,11/10/2023
UP9130,ME/C Case 11-2231,3/28/2011,25,46,Uniondale,Nassau,New York,Male,"White / Caucasian, Hispanic / Latino",9/5/2024
UP8724,ME/C Case ME11-1228/B11-920,3/17/2011,20,40,Charlotte,Mecklenburg,North Carolina,Female,Uncertain,7/23/2024
UP8825,ME/C Case K11-01496,3/16/2011,18,30,Brooklyn,Kings,New York,Male,White / Caucasian,10/16/2023
UP10344,ME/C Case 11-0796,2/23/2011,50,70,New Cumberland,Hancock,West Virginia,Male,Black / African American,9/4/2024
UP10565,ME/C Case 16110127,2/13/2011,50,60,Passaic,Passaic,New Jersey,Male,Black / African American,8/28/2024
UP8729,ME/C Case N2011-00168,2/13/2011,30,45,Alexandria,Alexandria,Virginia,Male,Asian,5/23/2024
UP9111,ME/C Case 01110062,2/2/2011,18,18,Atlantic City,Atlantic,New Jersey,Unsure,Uncertain,8/28/2024
UP8596,ME/C Case 11-00817,1/29/2011,,,Annapolis,Anne Arundel,Maryland,Female,Black / African American,9/4/2024
UP11417,ME/C Case 05110036,1/26/2011,18,99,Woodbine,Cape May,New Jersey,Male,Uncertain,8/28/2024
UP8861,ME/C Case 11-0041,1/3/2011,40,55,Hempstead,Nassau,New York,Male,"White / Caucasian, Hispanic / Latino",9/5/2024
UP12366,ME/C Case 11BU000502,1/3/2011,18,99,Burlington,Chittenden,Vermont,Male,White / Caucasian,9/4/2024
UP8496,ME/C Case 2010-6005279,12/27/2010,35,42,Savannah,Chatham,Georgia,Male,White / Caucasian,9/4/2024
UP8689,ME/C Case 2010-1024010,12/17/2010,15,27,Conyers,Rockdale,Georgia,Male,Uncertain,9/4/2024
UP8990,ME/C Case 2010-25368A,12/15/2010,30,50,Boston,Suffolk,Massachusetts,Male,White / Caucasian,2/4/2019
UP8992,ME/C Case 2010-25368B,12/15/2010,17,25,Boston,Suffolk,Massachusetts,Female,White / Caucasian,2/4/2019
UP10488,ME/C Case 10C-1208,12/13/2010,18,99,Marietta,Cobb,Georgia,Male,Uncertain,9/4/2024
UP12487,ME/C Case ME11-1562/A10-1877,12/13/2010,40,65,Statesville,Iredell,North Carolina,Male,Black / African American,7/1/2024
UP16916,ME/C Case MEC# 10-2407,12/8/2010,20,100,Nashville,Davidson,Tennessee,Male,White / Caucasian,12/17/2024
UP10153,ME/C Case 2010-1438,12/4/2010,30,50,Arlington,Shelby,Tennessee,Male,"White / Caucasian, Other",10/28/2024
UP82291,ME/C Case 10-09288,12/3/2010,60,90,Forestville,Prince George's,Maryland,Male,Black / African American,4/10/2023
UP9790,ME/C Case 10-02618,11/24/2010,23,60,Greece,Monroe,New York,Female,Asian,9/16/2016
UP8565,ME/C Case M10-06097,11/2/2010,45,65,Brooklyn,Kings,New York,Male,White / Caucasian,7/11/2024
UP8451,ME/C Case 2345-10,10/29/2010,35,65,Buffalo,Erie,New York,Male,Black / African American,4/19/2024
UP8498,ME/C Case 2010-6004559,10/28/2010,45,65,Savannah,Chatham,Georgia,Male,White / Caucasian,11/4/2024
UP93511,ME/C Case W2011-78468,10/27/2010,,,,Lynchburg,Virginia,Male,Uncertain,11/22/2023
UP9866,ME/C Case 2010-20833,10/6/2010,26,77,Westport,Bristol,Massachusetts,Male,Uncertain,10/4/2024
UP8549,ME/C Case M10-04992,9/9/2010,50,80,Manhattan,New York,New York,Male,Asian,1/12/2024
UP8342,ME/C Case M10-04905,9/3/2010,55,90,New York,New York,New York,Male,White / Caucasian,1/12/2024
UP9811,ME/C Case 2010-18382,8/27/2010,30,71,,Bristol,Massachusetts,Female,Uncertain,2/4/2019
UP11265,ME/C Case 09100678,8/21/2010,40,60,Jersey City,Hudson,New Jersey,Male,"White / Caucasian, Hispanic / Latino",8/28/2024
UP8151,ME/C Case B10-03425,8/14/2010,40,55,Bronx,Bronx,New York,Male,Uncertain,1/18/2024
UP7605,ME/C Case C2010-50631,7/21/2010,45,60,Clarksville,Mecklenburg,Virginia,Male,White / Caucasian,7/19/2023
UP8150,ME/C Case Q10-03189,7/18/2010,17,25,Queens,Queens,New York,Male,Hispanic / Latino,12/19/2024
UP50612,ME/C Case M10-03873,7/10/2010,35,55,New York,New York,New York,Male,"White / Caucasian, Hispanic / Latino, Asian",4/3/2024
UP12424,ME/C Case BR10-0005,7/7/2010,,,,Hartford,Connecticut,Unsure,Uncertain,2/6/2024
UP8142,ME/C Case M10-03593,6/27/2010,40,60,New York,New York,New York,Male,Black / African American,12/4/2024
UP8141,ME/C Case K10-03147,6/26/2010,25,45,Brooklyn,Kings,New York,Male,White / Caucasian,1/18/2024
UP7870,ME/C Case 2010-2193,6/21/2010,45,55,,Suffolk,New York,Male,Black / African American,10/13/2024
UP8140,ME/C Case K10-02956,6/15/2010,40,55,Brooklyn,Kings,New York,Male,Hispanic / Latino,12/4/2024
UP10324,ME/C Case 09100437,6/3/2010,30,50,North Bergen,Hudson,New Jersey,Male,"White / Caucasian, Hispanic / Latino",8/28/2024
UP7425,ME/C Case K10-02540,5/21/2010,40,55,Brooklyn,Kings,New York,Male,White / Caucasian,1/12/2024
UP7453,ME/C Case 10-2030,5/20/2010,30,50,Philadelphia,Philadelphia,Pennsylvania,Male,White / Caucasian,8/28/2024
UP10198,ME/C Case 10-02965,4/16/2010,50,100,Oxon Hill,Prince George's,Maryland,Male,White / Caucasian,9/4/2024
UP12466,ME/C Case 10-00800,4/7/2010,18,18,Rochester,Monroe,New York,Male,Uncertain,1/31/2020
UP14518,ME/C Case N2010-00305,4/3/2010,30,45,,Shenandoah,Virginia,Male,White / Caucasian,3/21/2024
UP10719,ME/C Case 2010-6864,3/19/2010,11,99,Ipswich,Essex,Massachusetts,Female,Uncertain,2/12/2024
UP7355,ME/C Case M10-01080,2/21/2010,50,90,New York,New York,New York,Female,White / Caucasian,8/21/2023
UP10721,ME/C Case 2010-3880,2/13/2010,14,99,Ipswich,Essex,Massachusetts,Unsure,Uncertain,2/12/2024
UP6692,ME/C Case 10-0346,2/11/2010,0,1,College Park,Fulton,Georgia,Male,Uncertain,9/4/2024
UP7328,ME/C Case Q10-00655,2/10/2010,30,45,Queens,Queens,New York,Male,Asian,1/12/2024
UP6618,ME/C Case 2010-0179,1/14/2010,45,65,Greenport,Suffolk,New York,Male,Black / African American,10/13/2024
UP6563,ME/C Case 12100012,1/4/2010,38,48,New Brunswick,Middlesex,New Jersey,Male,"White / Caucasian, Hispanic / Latino",11/20/2024
UP14725,ME/C Case 2009-28136,12/13/2009,44,46,Somerville,Middlesex,Massachusetts,Male,White / Caucasian,2/7/2024
UP6315,ME/C Case C2009-49446,11/21/2009,35,45,Clarksville,Mecklenburg,Virginia,Male,White / Caucasian,4/16/2024
UP10978,ME/C Case 2009-26061,11/18/2009,18,99,Canton,Norfolk,Massachusetts,Male,Uncertain,2/12/2024
UP8592,ME/C Case WV09-3893,10/20/2009,30,39,Morgantown,Monongalia,West Virginia,Male,Hispanic / Latino,9/4/2024
UP10979,ME/C Case 2009-22482,10/7/2009,23,46,Newburyport,Essex,Massachusetts,Male,Uncertain,2/12/2024
UP14680,ME/C Case 3223338,10/3/2009,35,50,Kingston,Ulster,New York,Male,"White / Caucasian, Hispanic / Latino",8/29/2023
UP9733,ME/C Case 09-07663,10/2/2009,20,29,Baltimore,Baltimore,Maryland,Female,Hispanic / Latino,9/4/2024
UP9075,ME/C Case 01090532,9/20/2009,12,23,Atlantic City,Atlantic,New Jersey,Female,Uncertain,8/28/2024
UP6578,ME/C Case Q09-03939,9/10/2009,40,60,Queens,Queens,New York,Male,Asian,10/16/2023
UP6207,ME/C Case 09-3399,8/31/2009,35,55,Philadelphia,Philadelphia,Pennsylvania,Male,Black / African American,8/28/2024
UP15139,ME/C Case 2009-1252,7/25/2009,13,21,Biddeford,York,Maine,Female,Uncertain,9/4/2024
UP9157,ME/C Case 09G-0609,7/16/2009,20,50,Buford,Gwinnett,Georgia,Male,"White / Caucasian, Hispanic / Latino",9/4/2024
UP6293,ME/C Case 09-2619,7/3/2009,55,60,Philadelphia,Philadelphia,Pennsylvania,Male,Black / African American,8/28/2024
UP76493,ME/C Case 09-04818,6/17/2009,,,Baltimore,Baltimore,Maryland,Unsure,Uncertain,4/10/2023
UP10472,ME/C Case 09-04790,6/16/2009,40,50,Hyattsville,Prince George's,Maryland,Male,Other,9/4/2024
UP5593,ME/C Case 09-2238,5/31/2009,30,40,Flushing,Queens,New York,Male,"White / Caucasian, Hispanic / Latino",11/14/2023
UP6575,ME/C Case K09-02558,5/25/2009,40,55,Brooklyn,Kings,New York,Male,Black / African American,12/15/2024
UP13059,ME/C Case 2009-11296,5/15/2009,40,60,Cambridge,Middlesex,Massachusetts,Male,White / Caucasian,11/10/2023
UP10223,ME/C Case 09-03727,5/9/2009,25,40,Riverdale,Prince George's,Maryland,Male,"White / Caucasian, Hispanic / Latino",11/19/2024
UP5666,ME/C Case 2009-1008337,4/24/2009,17,25,Donalsonville,Seminole,Georgia,Male,"White / Caucasian, Hispanic / Latino",9/4/2024
UP6527,ME/C Case M09-02345,4/24/2009,30,45,New York,New York,New York,Male,White / Caucasian,12/17/2024
UP5531,ME/C Case B09-01572,4/22/2009,25,40,Bronx,Bronx,New York,Male,Hispanic / Latino,11/18/2024
UP12978,ME/C Case *2009-9234,4/20/2009,70,72,Worcester,Worcester,Massachusetts,Male,White / Caucasian,3/19/2024
UP5224,ME/C Case 09-1559,4/15/2009,40,65,Farmingdale,Nassau,New York,Male,"Hispanic / Latino, Uncertain",9/5/2024
UP10471,ME/C Case 2009-1007275,4/9/2009,54,99,Columbus,Muscogee,Georgia,Male,"White / Caucasian, Hispanic / Latino",9/4/2024
UP8791,ME/C Case 2009-0352,3/31/2009,18,99,Memphis,Shelby,Tennessee,Male,Uncertain,6/4/2024
UP7314,ME/C Case 09-02301,3/22/2009,0,0,College Park,Prince George's,Maryland,Female,Uncertain,9/4/2024
UP6209,ME/C Case 2009-0451,3/15/2009,35,60,Huntingdon Valley,Montgomery,Pennsylvania,Male,Uncertain,8/28/2024
UP9077,ME/C Case 01090130,2/24/2009,18,99,Atlantic City,Atlantic,New Jersey,Male,Uncertain,8/28/2024
UP11311,ME/C Case ME09-640,2/15/2009,45,60,Charlotte,Mecklenburg,North Carolina,Male,Black / African American,5/17/2023
UP9850,ME/C Case 09-01424,2/14/2009,35,55,Newburg,Charles,Maryland,Male,Uncertain,9/4/2024
UP5065,ME/C Case M09-00523,1/26/2009,40,55,New York,New York,New York,Male,Asian,12/15/2024
UP10211,ME/C Case 09-00447,1/15/2009,16,40,Baltimore,Baltimore,Maryland,Male,Uncertain,9/4/2024
UP2936,ME/C Case 08080542,12/31/2008,40,50,Greenwich,Gloucester,New Jersey,Male,Other,4/21/2020
UP5063,ME/C Case 08-DOEJ,12/29/2008,30,40,Rochester Mills,Indiana,Pennsylvania,Female,"Black / African American, Hispanic / Latino",11/24/2024
UP6014,ME/C Case 2675-08,12/27/2008,50,99,Lewiston,Niagara,New York,Male,White / Caucasian,10/25/2024
UP5268,ME/C Case Q08-05146,12/14/2008,50,65,Queens,Queens,New York,Male,White / Caucasian,10/16/2023
UP5267,ME/C Case K08-05781,11/29/2008,40,55,Brooklyn,Kings,New York,Male,Hispanic / Latino,4/11/2024
UP10241,ME/C Case 08-08949,11/28/2008,,,Baltimore,Baltimore,Maryland,Male,Black / African American,9/4/2024
UP5290,ME/C Case 08-08177,10/31/2008,20,30,Temple Hills,Prince George's,Maryland,Male,Black / African American,9/4/2024
UP9882,ME/C Case 08-07743,10/9/2008,20,35,Berlin,Worcester,Maryland,Unsure,White / Caucasian,9/4/2024
UP5242,ME/C Case M08-05571,10/9/2008,50,60,Brooklyn,Kings,New York,Male,Hispanic / Latino,10/16/2023
UP16229,ME/C Case M2008-1926,10/2/2008,50,70,Yonkers,Westchester,New York,Male,Hispanic / Latino,4/27/2024
UP4883,ME/C Case 08-3885,9/29/2008,40,50,Philadelphia,Philadelphia,Pennsylvania,Male,White / Caucasian,8/28/2024
UP9072,ME/C Case 15081112,9/23/2008,18,18,Long Beach,Ocean,New Jersey,Male,Uncertain,8/28/2024
UP8347,ME/C Case 02081206,8/25/2008,18,50,Ridgefield Park,Bergen,New Jersey,Male,White / Caucasian,8/28/2024
UP2667,ME/C Case C2008-47225,8/18/2008,25,35,Dinwiddie,Dinwiddie,Virginia,Male,"Hispanic / Latino, Other",1/31/2023
UP2351,ME/C Case 08-1401,8/12/2008,12,99,College Park,Fulton,Georgia,Female,Uncertain,9/4/2024
UP5240,ME/C Case Q08-03277,8/3/2008,30,50,Queens,Queens,New York,Male,White / Caucasian,6/11/2024
UP6785,ME/C Case 09080689,7/29/2008,30,45,Jersey City,Hudson,New Jersey,Male,White / Caucasian,8/28/2024
UP9073,ME/C Case 15080914,7/29/2008,18,99,West Creek,Ocean,New Jersey,Unsure,Uncertain,8/28/2024
UP2635,ME/C Case 13080788,7/28/2008,20,30,Long Branch,Monmouth,New Jersey,Male,Other,11/20/2024
UP11782,ME/C Case 2008-16862,7/28/2008,14,14,Chatham,Barnstable,Massachusetts,Male,Uncertain,2/12/2024
UP5289,ME/C Case 08-05516,7/18/2008,15,25,Hyattsville,Prince George's,Maryland,Female,Black / African American,9/4/2024
UP5238,ME/C Case M08-04057,7/15/2008,30,45,New York,New York,New York,Male,"White / Caucasian, Hispanic / Latino",4/11/2024
UP5236,ME/C Case K08-03049,6/18/2008,18,28,Brooklyn,Kings,New York,Male,Hispanic / Latino,10/16/2023
UP2274,ME/C Case 13080620,6/15/2008,18,30,Brielle,Monmouth,New Jersey,Female,White / Caucasian,11/20/2024
UP11124,ME/C Case 2008-2001165,6/14/2008,34,56,,Richmond,Georgia,Male,Black / African American,9/4/2024
UP2905,ME/C Case 08-04498,6/11/2008,44,100,Baltimore,Baltimore,Maryland,Male,"Black / African American, Asian",9/4/2024
UP5231,ME/C Case M08-03286,6/7/2008,30,45,New York,New York,New York,Male,White / Caucasian,12/15/2024
UP5230,ME/C Case K08-02733,5/30/2008,20,30,Brooklyn,Kings,New York,Male,White / Caucasian,10/16/2023
UP9074,ME/C Case 01080283,5/20/2008,16,20,Atlantic City,Atlantic,New Jersey,Male,Uncertain,8/28/2024
UP2636,ME/C Case 2008-1650,5/10/2008,0,0,Montauk,Suffolk,New York,Male,"White / Caucasian, Hispanic / Latino",10/13/2024
UP8871,ME/C Case 17080070,5/9/2008,18,35,Lesser Alloway Creek,Salem,New Jersey,Male,Uncertain,8/28/2024
UP2732,ME/C Case K08-02374,5/8/2008,35,55,Brooklyn,Kings,New York,Male,Uncertain,10/13/2023
UP5228,ME/C Case M08-02428,4/24/2008,16,23,New York,New York,New York,Male,Asian,12/19/2024
UP5227,ME/C Case M08-02410,4/23/2008,25,35,New York,New York,New York,Male,Black / African American,12/19/2024
UP11161,ME/C Case 2008-1007992,4/19/2008,32,65,Commerce,Jackson,Georgia,Male,Uncertain,9/4/2024
UP5219,ME/C Case M08-02302,4/17/2008,40,60,New York,New York,New York,Male,Black / African American,12/19/2024
UP2178,ME/C Case 08-1613,4/14/2008,50,70,Philadelphia,Philadelphia,Pennsylvania,Male,White / Caucasian,9/2/2024
UP11125,ME/C Case 2008-6001655,4/14/2008,60,99,,Chatham,Georgia,Male,White / Caucasian,9/4/2024
UP11264,ME/C Case 09080350,4/2/2008,45,60,Bayonne,Hudson,New Jersey,Male,"White / Caucasian, Hispanic / Latino",8/28/2024
UP1885,ME/C Case M08-01925,3/31/2008,25,35,New York,New York,New York,Female,Black / African American,9/20/2024
UP9076,ME/C Case 15080327,3/12/2008,18,99,Seaside Heights,Ocean,New Jersey,Male,Uncertain,8/28/2024
UP5218,ME/C Case M08-01399,3/6/2008,55,65,New York,New York,New York,Male,White / Caucasian,10/13/2023
UP11261,ME/C Case 07080333,3/1/2008,50,70,Newark,Essex,New Jersey,Female,Black / African American,8/28/2024
UP3353,ME/C Case 08-0784,2/23/2008,30,45,Philadelphia,Philadelphia,Pennsylvania,Male,Uncertain,8/28/2024
UP2184,ME/C Case 08-757,2/21/2008,40,50,Philadelphia,Philadelphia,Pennsylvania,Male,Uncertain,8/27/2024
UP5217,ME/C Case M08-01050,2/20/2008,50,60,New York,New York,New York,Male,White / Caucasian,4/4/2024
UP1457,ME/C Case 12080210,2/14/2008,35,45,Old Bridge,Middlesex,New Jersey,Female,White / Caucasian,11/20/2024
UP15220,ME/C Case 2008-3273,2/9/2008,59,60,East Bridgewater,Plymouth,Massachusetts,Male,White / Caucasian,11/10/2023
UP8344,ME/C Case 01080076,2/9/2008,20,40,Egg Harbor Township,Atlantic,New Jersey,Male,Asian,4/21/2020
UP6260,ME/C Case F08-1321/B08-808,2/5/2008,40,60,Dover,Craven,North Carolina,Female,Black / African American,5/17/2023
UP1470,ME/C Case 15080161,2/3/2008,40,99,Long Beach Township,Ocean,New Jersey,Female,Uncertain,8/28/2024
UP1752,ME/C Case 07080151,1/26/2008,64,70,Newark,Essex,New Jersey,Male,Black / African American,9/4/2024
UP2288,ME/C Case 08-00700,1/25/2008,21,24,Landover,Prince George's,Maryland,Male,Black / African American,9/4/2024
UP10720,ME/C Case 2008-1821,1/23/2008,14,99,Ipswich,Essex,Massachusetts,Unsure,Uncertain,2/12/2024
UP5216,ME/C Case Q08-00348,1/22/2008,25,45,Queens,Queens,New York,Male,"Hispanic / Latino, Uncertain",7/28/2024
UP2287,ME/C Case 08-00600,1/21/2008,25,39,Riverdale,Prince George's,Maryland,Male,"White / Caucasian, Hispanic / Latino",9/4/2024
UP62424,ME/C Case M08-0059,1/8/2008,,,Valhalla,Westchester,New York,Male,White / Caucasian,4/12/2024
UP5239,ME/C Case W2008-73762,1/1/2008,20,35,Lynchburg,Lynchburg,Virginia,Male,Hispanic / Latino,10/22/2024
UP5569,ME/C Case M07-06973,12/18/2007,60,70,New York,New York,New York,Male,Black / African American,6/24/2024
UP5568,ME/C Case M07-06943,12/17/2007,35,45,New York,New York,New York,Female,"Hispanic / Latino, Asian",12/19/2024
UP2834,ME/C Case 07-5028,12/13/2007,50,65,Philadelphia,Philadelphia,Pennsylvania,Male,"White / Caucasian, Hispanic / Latino",8/27/2024
UP779,ME/C Case 07-2111,12/12/2007,30,50,Atlanta,Fulton,Georgia,Female,Black / African American,9/4/2024
UP897,ME/C Case 07-09313,12/1/2007,50,100,Urbana,Frederick,Maryland,Male,Black / African American,9/4/2024
UP2637,ME/C Case 2007-3909,12/1/2007,0,99,West Sayville,Suffolk,New York,Male,White / Caucasian,10/13/2024
UP5567,ME/C Case M07-06595,12/1/2007,40,60,New York,New York,New York,Male,Asian,10/16/2023
UP11976,ME/C Case 07071943,11/30/2007,40,50,Newark,Essex,New Jersey,Male,Black / African American,8/28/2024
UP5566,ME/C Case M07-06501,11/27/2007,55,65,New York,New York,New York,Female,Black / African American,8/11/2024
UP1761,ME/C Case 05070251,11/22/2007,18,99,Avalon,Cape May,New Jersey,Male,White / Caucasian,8/28/2024
UP5565,ME/C Case Q07-04721,11/21/2007,18,99,Queens,Queens,New York,Male,Uncertain,10/16/2023
UP10776,ME/C Case C2012-54175,11/16/2007,24,50,Sutherland,Dinwiddie,Virginia,Male,Uncertain,11/22/2023
UP1855,ME/C Case 07-08844,11/14/2007,13,17,Upper Marlboro,Prince George's,Maryland,Male,Black / African American,9/4/2024
UP5559,ME/C Case Q07-04582,11/13/2007,50,60,Queens,Queens,New York,Female,Black / African American,8/11/2024
UP1674,ME/C Case 09070943,11/6/2007,40,55,Weehawken,Hudson,New Jersey,Male,"White / Caucasian, Hispanic / Latino",8/28/2024
UP2110,ME/C Case 2007-4003399,11/2/2007,44,64,Macon,Bibb,Georgia,Male,Black / African American,9/4/2024
UP16558,ME/C Case 07-08572,10/23/2007,,,Elkton,Cecil,Maryland,Female,Uncertain,4/10/2023
UP99374,ME/C Case 07-1266,10/20/2007,,,Atlanta,DeKalb,Georgia,Male,Hispanic / Latino,3/15/2024
UP91111,ME/C Case C2007-45831,10/19/2007,25,45,Freeman,Brunswick,Virginia,Male,"White / Caucasian, Hispanic / Latino",11/22/2023
UP1409,ME/C Case 09070889,10/18/2007,16,20,Bayonne,Hudson,New Jersey,Female,Black / African American,8/28/2024
UP11260,ME/C Case 07071684,10/15/2007,50,60,Newark,Essex,New Jersey,Male,Black / African American,8/28/2024
UP16251,ME/C Case 07-36454,10/13/2007,45,65,Phillipstown,Putnam,New York,Female,White / Caucasian,3/26/2024
UP8784,ME/C Case 2007-2425,10/12/2007,18,99,,Shelby,Tennessee,Male,Uncertain,6/4/2024
UP8612,ME/C Case 2007-2409,10/11/2007,20,35,Memphis,Shelby,Tennessee,Female,White / Caucasian,6/4/2024
UP1352,ME/C Case 07-07877,10/9/2007,25,27,Oxon Hill,Prince George's,Maryland,Female,Black / African American,9/4/2024
UP5558,ME/C Case M07-05504,10/5/2007,50,60,New York,New York,New York,Male,White / Caucasian,10/16/2023
UP726,ME/C Case 07-3923,10/2/2007,30,45,Philadelphia,Philadelphia,Pennsylvania,Male,Uncertain,8/28/2024
UP5122,ME/C Case Q07-03858,9/20/2007,35,45,Queens,Queens,New York,Male,Asian,12/4/2024
UP8786,ME/C Case 2007-2181,9/15/2007,18,99,Memphis,Shelby,Tennessee,Male,White / Caucasian,6/4/2024
UP84846,ME/C Case N2007-54698,9/8/2007,0,0,Great Falls,Fairfax,Virginia,Male,Uncertain,10/7/2024
UP12365,ME/C Case 07-01822,8/17/2007,,,Sodus Point,Wayne,New York,Male,Uncertain,6/19/2024
UP5555,ME/C Case M07-04388,8/7/2007,35,55,New York,New York,New York,Male,White / Caucasian,12/19/2024
UP8996,ME/C Case 15070905,7/31/2007,18,99,Point Pleasant Beach,Ocean,New Jersey,Male,Uncertain,8/28/2024
